"","Year","datatopic","peryear_indicators"
"2259",1995,"Health: Population: Structure",58
"2260",1995,"Health: Reproductive health",12
"2261",1995,"Health: Risk factors",13
"2262",1995,"Health: Universal Health Coverage",11
"2263",1995,"Infrastructure: Communications",7
"2264",1995,"Infrastructure: Technology",5
"2265",1995,"Infrastructure: Transportation",6
"2266",1995,"Poverty: Income distribution",9
"2267",1995,"Poverty: Poverty rates",7
"2268",1995,"Poverty: Shared prosperity",1
"2269",1995,"Private Sector & Trade: Exports",23
"2270",1995,"Private Sector & Trade: Imports",23
"2271",1995,"Private Sector & Trade: Private infrastructure investment",8
"2272",1995,"Private Sector & Trade: Total merchandise trade",1
"2273",1995,"Private Sector & Trade: Trade price indices",2
"2274",1995,"Private Sector & Trade: Travel & tourism",10
"2275",1995,"Public Sector: Conflict & fragility",4
"2276",1995,"Public Sector: Defense & arms trade",8
"2277",1995,"Public Sector: Government finance: Deficit & financing",10
"2278",1995,"Public Sector: Government finance: Expense",13
"2279",1995,"Public Sector: Government finance: Revenue",22
"2280",1995,"Social Protection & Labor: Economic activity",40
"2281",1995,"Social Protection & Labor: Labor force structure",28
"2282",1995,"Social Protection & Labor: Migration",5
"2283",1995,"Social Protection & Labor: Unemployment",24
"2284",1995,"Trade",29
"2285",1996,"",37
"2286",1996,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2287",1996,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2288",1996,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2289",1996,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2290",1996,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2291",1996,"Economic Policy & Debt: External debt: Debt outstanding",9
"2292",1996,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2293",1996,"Economic Policy & Debt: External debt: Debt service",5
"2294",1996,"Economic Policy & Debt: External debt: Net flows",20
"2295",1996,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2296",1996,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2297",1996,"Economic Policy & Debt: National accounts: Growth rates",16
"2298",1996,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2299",1996,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2300",1996,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2301",1996,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2302",1996,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2303",1996,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2304",1996,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2305",1996,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2306",1996,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2307",1996,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2308",1996,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2309",1996,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2310",1996,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2311",1996,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2312",1996,"Economic Policy & Debt: Official development assistance",49
"2313",1996,"Economic Policy & Debt: Purchasing power parity",13
"2314",1996,"Education: Efficiency",18
"2315",1996,"Education: Inputs",20
"2316",1996,"Education: Outcomes",34
"2317",1996,"Education: Participation",43
"2318",1996,"Employment and Time Use",1
"2319",1996,"Environment: Agricultural production",11
"2320",1996,"Environment: Density & urbanization",11
"2321",1996,"Environment: Emissions",1
"2322",1996,"Environment: Energy production & use",23
"2323",1996,"Environment: Freshwater",9
"2324",1996,"Environment: Land use",11
"2325",1996,"Environment: Natural resources contribution to GDP",6
"2326",1996,"Financial Sector: Assets",9
"2327",1996,"Financial Sector: Capital markets",7
"2328",1996,"Financial Sector: Exchange rates & prices",10
"2329",1996,"Financial Sector: Interest rates",5
"2330",1996,"Financial Sector: Monetary holdings (liabilities)",4
"2331",1996,"Gender: Agency",2
"2332",1996,"Health: Disease prevention",7
"2333",1996,"Health: Health systems",4
"2334",1996,"Health: Mortality",25
"2335",1996,"Health: Nutrition",17
"2336",1996,"Health: Population: Dynamics",7
"2337",1996,"Health: Population: Structure",58
"2338",1996,"Health: Reproductive health",12
"2339",1996,"Health: Risk factors",13
"2340",1996,"Health: Universal Health Coverage",11
"2341",1996,"Infrastructure: Communications",7
"2342",1996,"Infrastructure: Technology",9
"2343",1996,"Infrastructure: Transportation",6
"2344",1996,"Poverty: Income distribution",9
"2345",1996,"Poverty: Poverty rates",7
"2346",1996,"Poverty: Shared prosperity",1
"2347",1996,"Private Sector & Trade: Exports",23
"2348",1996,"Private Sector & Trade: Imports",23
"2349",1996,"Private Sector & Trade: Private infrastructure investment",8
"2350",1996,"Private Sector & Trade: Total merchandise trade",1
"2351",1996,"Private Sector & Trade: Trade price indices",2
"2352",1996,"Private Sector & Trade: Travel & tourism",10
"2353",1996,"Public Sector: Conflict & fragility",4
"2354",1996,"Public Sector: Defense & arms trade",8
"2355",1996,"Public Sector: Government finance: Deficit & financing",10
"2356",1996,"Public Sector: Government finance: Expense",13
"2357",1996,"Public Sector: Government finance: Revenue",22
"2358",1996,"Public Sector: Policy & institutions",36
"2359",1996,"Social Protection & Labor: Economic activity",49
"2360",1996,"Social Protection & Labor: Labor force structure",28
"2361",1996,"Social Protection & Labor: Migration",3
"2362",1996,"Social Protection & Labor: Unemployment",24
"2363",1996,"Trade",29
"2364",1997,"",37
"2365",1997,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2366",1997,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2367",1997,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2368",1997,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2369",1997,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2370",1997,"Economic Policy & Debt: External debt: Debt outstanding",9
"2371",1997,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2372",1997,"Economic Policy & Debt: External debt: Debt service",5
"2373",1997,"Economic Policy & Debt: External debt: Net flows",20
"2374",1997,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2375",1997,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2376",1997,"Economic Policy & Debt: National accounts: Growth rates",16
"2377",1997,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2378",1997,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2379",1997,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2380",1997,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2381",1997,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2382",1997,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2383",1997,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2384",1997,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2385",1997,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2386",1997,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2387",1997,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2388",1997,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2389",1997,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2390",1997,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2391",1997,"Economic Policy & Debt: Official development assistance",50
"2392",1997,"Economic Policy & Debt: Purchasing power parity",13
"2393",1997,"Education: Efficiency",18
"2394",1997,"Education: Inputs",23
"2395",1997,"Education: Outcomes",16
"2396",1997,"Education: Participation",43
"2397",1997,"Employment and Time Use",1
"2398",1997,"Environment: Agricultural production",11
"2399",1997,"Environment: Density & urbanization",11
"2400",1997,"Environment: Emissions",1
"2401",1997,"Environment: Energy production & use",23
"2402",1997,"Environment: Freshwater",9
"2403",1997,"Environment: Land use",11
"2404",1997,"Environment: Natural resources contribution to GDP",6
"2405",1997,"Financial Sector: Assets",9
"2406",1997,"Financial Sector: Capital markets",7
"2407",1997,"Financial Sector: Exchange rates & prices",10
"2408",1997,"Financial Sector: Interest rates",5
"2409",1997,"Financial Sector: Monetary holdings (liabilities)",4
"2410",1997,"Gender: Agency",2
"2411",1997,"Gender: Public life & decision making",1
"2412",1997,"Health: Disease prevention",7
"2413",1997,"Health: Health systems",4
"2414",1997,"Health: Mortality",25
"2415",1997,"Health: Nutrition",17
"2416",1997,"Health: Population: Dynamics",8
"2417",1997,"Health: Population: Structure",58
"2418",1997,"Health: Reproductive health",12
"2419",1997,"Health: Risk factors",13
"2420",1997,"Health: Universal Health Coverage",11
"2421",1997,"Infrastructure: Communications",7
"2422",1997,"Infrastructure: Technology",9
"2423",1997,"Infrastructure: Transportation",6
"2424",1997,"Poverty: Income distribution",9
"2425",1997,"Poverty: Poverty rates",7
"2426",1997,"Poverty: Shared prosperity",1
"2427",1997,"Private Sector & Trade: Exports",23
"2428",1997,"Private Sector & Trade: Imports",23
"2429",1997,"Private Sector & Trade: Private infrastructure investment",8
"2430",1997,"Private Sector & Trade: Total merchandise trade",1
"2431",1997,"Private Sector & Trade: Trade price indices",2
"2432",1997,"Private Sector & Trade: Travel & tourism",10
"2433",1997,"Public Sector: Conflict & fragility",4
"2434",1997,"Public Sector: Defense & arms trade",8
"2435",1997,"Public Sector: Government finance: Deficit & financing",10
"2436",1997,"Public Sector: Government finance: Expense",13
"2437",1997,"Public Sector: Government finance: Revenue",22
"2438",1997,"Social Protection & Labor: Economic activity",40
"2439",1997,"Social Protection & Labor: Labor force structure",28
"2440",1997,"Social Protection & Labor: Migration",3
"2441",1997,"Social Protection & Labor: Unemployment",24
"2442",1997,"Trade",29
"2443",1998,"",37
"2444",1998,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2445",1998,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2446",1998,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2447",1998,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2448",1998,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2449",1998,"Economic Policy & Debt: External debt: Debt outstanding",9
"2450",1998,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2451",1998,"Economic Policy & Debt: External debt: Debt service",5
"2452",1998,"Economic Policy & Debt: External debt: Net flows",20
"2453",1998,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2454",1998,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2455",1998,"Economic Policy & Debt: National accounts: Growth rates",16
"2456",1998,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2457",1998,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2458",1998,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2459",1998,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2460",1998,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2461",1998,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2462",1998,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2463",1998,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2464",1998,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2465",1998,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2466",1998,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2467",1998,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2468",1998,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2469",1998,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2470",1998,"Economic Policy & Debt: Official development assistance",50
"2471",1998,"Economic Policy & Debt: Purchasing power parity",13
"2472",1998,"Education: Efficiency",21
"2473",1998,"Education: Inputs",42
"2474",1998,"Education: Outcomes",34
"2475",1998,"Education: Participation",44
"2476",1998,"Employment and Time Use",1
"2477",1998,"Environment: Agricultural production",11
"2478",1998,"Environment: Density & urbanization",11
"2479",1998,"Environment: Emissions",1
"2480",1998,"Environment: Energy production & use",23
"2481",1998,"Environment: Freshwater",9
"2482",1998,"Environment: Land use",11
"2483",1998,"Environment: Natural resources contribution to GDP",6
"2484",1998,"Financial Sector: Assets",9
"2485",1998,"Financial Sector: Capital markets",7
"2486",1998,"Financial Sector: Exchange rates & prices",10
"2487",1998,"Financial Sector: Interest rates",5
"2488",1998,"Financial Sector: Monetary holdings (liabilities)",4
"2489",1998,"Gender: Agency",2
"2490",1998,"Gender: Public life & decision making",1
"2491",1998,"Health: Disease prevention",8
"2492",1998,"Health: Health systems",4
"2493",1998,"Health: Mortality",25
"2494",1998,"Health: Nutrition",17
"2495",1998,"Health: Population: Dynamics",7
"2496",1998,"Health: Population: Structure",58
"2497",1998,"Health: Reproductive health",12
"2498",1998,"Health: Risk factors",13
"2499",1998,"Health: Universal Health Coverage",11
"2500",1998,"Infrastructure: Communications",9
"2501",1998,"Infrastructure: Technology",9
"2502",1998,"Infrastructure: Transportation",6
"2503",1998,"Poverty: Income distribution",9
"2504",1998,"Poverty: Poverty rates",7
"2505",1998,"Poverty: Shared prosperity",1
"2506",1998,"Private Sector & Trade: Exports",23
"2507",1998,"Private Sector & Trade: Imports",23
"2508",1998,"Private Sector & Trade: Private infrastructure investment",8
"2509",1998,"Private Sector & Trade: Total merchandise trade",1
"2510",1998,"Private Sector & Trade: Trade price indices",2
"2511",1998,"Private Sector & Trade: Travel & tourism",10
"2512",1998,"Public Sector: Conflict & fragility",4
"2513",1998,"Public Sector: Defense & arms trade",8
"2514",1998,"Public Sector: Government finance: Deficit & financing",10
"2515",1998,"Public Sector: Government finance: Expense",13
"2516",1998,"Public Sector: Government finance: Revenue",22
"2517",1998,"Public Sector: Policy & institutions",36
"2518",1998,"Social Protection & Labor: Economic activity",58
"2519",1998,"Social Protection & Labor: Labor force structure",28
"2520",1998,"Social Protection & Labor: Migration",3
"2521",1998,"Social Protection & Labor: Performance",3
"2522",1998,"Social Protection & Labor: Unemployment",24
"2523",1998,"Trade",29
"2524",1999,"",37
"2525",1999,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2526",1999,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2527",1999,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2528",1999,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2529",1999,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2530",1999,"Economic Policy & Debt: External debt: Debt outstanding",9
"2531",1999,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2532",1999,"Economic Policy & Debt: External debt: Debt service",5
"2533",1999,"Economic Policy & Debt: External debt: Net flows",20
"2534",1999,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2535",1999,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2536",1999,"Economic Policy & Debt: National accounts: Growth rates",16
"2537",1999,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2538",1999,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2539",1999,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2540",1999,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2541",1999,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2542",1999,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2543",1999,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2544",1999,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2545",1999,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2546",1999,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2547",1999,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2548",1999,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2549",1999,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2550",1999,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2551",1999,"Economic Policy & Debt: Official development assistance",50
"2552",1999,"Economic Policy & Debt: Purchasing power parity",13
"2553",1999,"Education: Efficiency",21
"2554",1999,"Education: Inputs",42
"2555",1999,"Education: Outcomes",34
"2556",1999,"Education: Participation",44
"2557",1999,"Employment and Time Use",1
"2558",1999,"Environment: Agricultural production",11
"2559",1999,"Environment: Density & urbanization",11
"2560",1999,"Environment: Emissions",1
"2561",1999,"Environment: Energy production & use",23
"2562",1999,"Environment: Freshwater",9
"2563",1999,"Environment: Land use",11
"2564",1999,"Environment: Natural resources contribution to GDP",6
"2565",1999,"Financial Sector: Assets",9
"2566",1999,"Financial Sector: Capital markets",7
"2567",1999,"Financial Sector: Exchange rates & prices",10
"2568",1999,"Financial Sector: Interest rates",5
"2569",1999,"Financial Sector: Monetary holdings (liabilities)",4
"2570",1999,"Gender: Agency",2
"2571",1999,"Gender: Health",6
"2572",1999,"Gender: Public life & decision making",2
"2573",1999,"Health: Disease prevention",9
"2574",1999,"Health: Health systems",4
"2575",1999,"Health: Mortality",25
"2576",1999,"Health: Nutrition",17
"2577",1999,"Health: Population: Dynamics",7
"2578",1999,"Health: Population: Structure",58
"2579",1999,"Health: Reproductive health",12
"2580",1999,"Health: Risk factors",13
"2581",1999,"Health: Universal Health Coverage",11
"2582",1999,"Infrastructure: Communications",9
"2583",1999,"Infrastructure: Technology",9
"2584",1999,"Infrastructure: Transportation",6
"2585",1999,"Poverty: Income distribution",9
"2586",1999,"Poverty: Poverty rates",7
"2587",1999,"Poverty: Shared prosperity",1
"2588",1999,"Private Sector & Trade: Exports",23
"2589",1999,"Private Sector & Trade: Imports",23
"2590",1999,"Private Sector & Trade: Private infrastructure investment",8
"2591",1999,"Private Sector & Trade: Total merchandise trade",1
"2592",1999,"Private Sector & Trade: Trade price indices",2
"2593",1999,"Private Sector & Trade: Travel & tourism",10
"2594",1999,"Public Sector: Conflict & fragility",4
"2595",1999,"Public Sector: Defense & arms trade",8
"2596",1999,"Public Sector: Government finance: Deficit & financing",10
"2597",1999,"Public Sector: Government finance: Expense",13
"2598",1999,"Public Sector: Government finance: Revenue",22
"2599",1999,"Social Protection & Labor: Economic activity",73
"2600",1999,"Social Protection & Labor: Labor force structure",28
"2601",1999,"Social Protection & Labor: Migration",3
"2602",1999,"Social Protection & Labor: Performance",11
"2603",1999,"Social Protection & Labor: Unemployment",24
"2604",1999,"Trade",29
"2605",2000,"",43
"2606",2000,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2607",2000,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2608",2000,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2609",2000,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2610",2000,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2611",2000,"Economic Policy & Debt: External debt: Debt outstanding",9
"2612",2000,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2613",2000,"Economic Policy & Debt: External debt: Debt service",5
"2614",2000,"Economic Policy & Debt: External debt: Net flows",20
"2615",2000,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2616",2000,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2617",2000,"Economic Policy & Debt: National accounts: Growth rates",16
"2618",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2619",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2620",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2621",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2622",2000,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2623",2000,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2624",2000,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2625",2000,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2626",2000,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2627",2000,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2628",2000,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2629",2000,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2630",2000,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2631",2000,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2632",2000,"Economic Policy & Debt: Official development assistance",50
"2633",2000,"Economic Policy & Debt: Purchasing power parity",13
"2634",2000,"Education: Efficiency",21
"2635",2000,"Education: Inputs",42
"2636",2000,"Education: Outcomes",34
"2637",2000,"Education: Participation",44
"2638",2000,"Employment and Time Use",1
"2639",2000,"Environment: Agricultural production",11
"2640",2000,"Environment: Density & urbanization",12
"2641",2000,"Environment: Emissions",5
"2642",2000,"Environment: Energy production & use",27
"2643",2000,"Environment: Freshwater",9
"2644",2000,"Environment: Land use",21
"2645",2000,"Environment: Natural resources contribution to GDP",6
"2646",2000,"Financial Sector: Assets",11
"2647",2000,"Financial Sector: Capital markets",7
"2648",2000,"Financial Sector: Exchange rates & prices",10
"2649",2000,"Financial Sector: Interest rates",5
"2650",2000,"Financial Sector: Monetary holdings (liabilities)",4
"2651",2000,"Gender: Agency",2
"2652",2000,"Gender: Health",7
"2653",2000,"Gender: Participation & access",2
"2654",2000,"Gender: Public life & decision making",2
"2655",2000,"Health: Disease prevention",27
"2656",2000,"Health: Health systems",21
"2657",2000,"Health: Mortality",35
"2658",2000,"Health: Nutrition",25
"2659",2000,"Health: Population: Dynamics",10
"2660",2000,"Health: Population: Structure",58
"2661",2000,"Health: Reproductive health",16
"2662",2000,"Health: Risk factors",30
"2663",2000,"Health: Universal Health Coverage",12
"2664",2000,"Infrastructure: Communications",13
"2665",2000,"Infrastructure: Technology",9
"2666",2000,"Infrastructure: Transportation",7
"2667",2000,"Poverty: Income distribution",9
"2668",2000,"Poverty: Poverty rates",8
"2669",2000,"Poverty: Shared prosperity",1
"2670",2000,"Private Sector & Trade: Exports",23
"2671",2000,"Private Sector & Trade: Imports",23
"2672",2000,"Private Sector & Trade: Private infrastructure investment",8
"2673",2000,"Private Sector & Trade: Total merchandise trade",1
"2674",2000,"Private Sector & Trade: Trade price indices",2
"2675",2000,"Private Sector & Trade: Travel & tourism",10
"2676",2000,"Public Sector: Conflict & fragility",4
"2677",2000,"Public Sector: Defense & arms trade",8
"2678",2000,"Public Sector: Government finance: Deficit & financing",10
"2679",2000,"Public Sector: Government finance: Expense",13
"2680",2000,"Public Sector: Government finance: Revenue",22
"2681",2000,"Public Sector: Policy & institutions",36
"2682",2000,"Social Protection & Labor: Economic activity",74
"2683",2000,"Social Protection & Labor: Labor force structure",28
"2684",2000,"Social Protection & Labor: Migration",5
"2685",2000,"Social Protection & Labor: Performance",19
"2686",2000,"Social Protection & Labor: Unemployment",24
"2687",2000,"Trade",29
"2688",2001,"",43
"2689",2001,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2690",2001,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2691",2001,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2692",2001,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2693",2001,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2694",2001,"Economic Policy & Debt: External debt: Debt outstanding",9
"2695",2001,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2696",2001,"Economic Policy & Debt: External debt: Debt service",5
"2697",2001,"Economic Policy & Debt: External debt: Net flows",20
"2698",2001,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2699",2001,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2700",2001,"Economic Policy & Debt: National accounts: Growth rates",16
"2701",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2702",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2703",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2704",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2705",2001,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2706",2001,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2707",2001,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2708",2001,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2709",2001,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2710",2001,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2711",2001,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2712",2001,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2713",2001,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2714",2001,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2715",2001,"Economic Policy & Debt: Official development assistance",50
"2716",2001,"Economic Policy & Debt: Purchasing power parity",13
"2717",2001,"Education: Efficiency",21
"2718",2001,"Education: Inputs",42
"2719",2001,"Education: Outcomes",49
"2720",2001,"Education: Participation",44
"2721",2001,"Employment and Time Use",1
"2722",2001,"Environment: Agricultural production",11
"2723",2001,"Environment: Density & urbanization",11
"2724",2001,"Environment: Emissions",1
"2725",2001,"Environment: Energy production & use",27
"2726",2001,"Environment: Freshwater",9
"2727",2001,"Environment: Land use",12
"2728",2001,"Environment: Natural resources contribution to GDP",6
"2729",2001,"Financial Sector: Assets",13
"2730",2001,"Financial Sector: Capital markets",7
"2731",2001,"Financial Sector: Exchange rates & prices",10
"2732",2001,"Financial Sector: Interest rates",5
"2733",2001,"Financial Sector: Monetary holdings (liabilities)",4
"2734",2001,"Gender: Agency",2
"2735",2001,"Gender: Health",6
"2736",2001,"Gender: Participation & access",2
"2737",2001,"Gender: Public life & decision making",2
"2738",2001,"Health: Disease prevention",27
"2739",2001,"Health: Health systems",21
"2740",2001,"Health: Mortality",35
"2741",2001,"Health: Nutrition",26
"2742",2001,"Health: Population: Dynamics",10
"2743",2001,"Health: Population: Structure",58
"2744",2001,"Health: Reproductive health",16
"2745",2001,"Health: Risk factors",23
"2746",2001,"Health: Universal Health Coverage",11
"2747",2001,"Infrastructure: Communications",11
"2748",2001,"Infrastructure: Technology",9
"2749",2001,"Infrastructure: Transportation",7
"2750",2001,"Poverty: Income distribution",9
"2751",2001,"Poverty: Poverty rates",8
"2752",2001,"Poverty: Shared prosperity",1
"2753",2001,"Private Sector & Trade: Exports",23
"2754",2001,"Private Sector & Trade: Imports",23
"2755",2001,"Private Sector & Trade: Private infrastructure investment",8
"2756",2001,"Private Sector & Trade: Total merchandise trade",1
"2757",2001,"Private Sector & Trade: Trade price indices",2
"2758",2001,"Private Sector & Trade: Travel & tourism",10
"2759",2001,"Public Sector: Conflict & fragility",4
"2760",2001,"Public Sector: Defense & arms trade",8
"2761",2001,"Public Sector: Government finance: Deficit & financing",10
"2762",2001,"Public Sector: Government finance: Expense",13
