"","Year","datatopic","peryear_indicators"
"2523",1999,"Environment: Land use",12
"2524",1999,"Environment: Natural resources contribution to GDP",6
"2525",1999,"Financial Sector: Assets",9
"2526",1999,"Financial Sector: Capital markets",7
"2527",1999,"Financial Sector: Exchange rates & prices",10
"2528",1999,"Financial Sector: Interest rates",5
"2529",1999,"Financial Sector: Monetary holdings (liabilities)",4
"2530",1999,"Gender: Agency",2
"2531",1999,"Gender: Health",6
"2532",1999,"Gender: Public life & decision making",2
"2533",1999,"Health: Disease prevention",9
"2534",1999,"Health: Health systems",4
"2535",1999,"Health: Mortality",25
"2536",1999,"Health: Nutrition",17
"2537",1999,"Health: Population: Dynamics",7
"2538",1999,"Health: Population: Structure",58
"2539",1999,"Health: Reproductive health",16
"2540",1999,"Health: Risk factors",13
"2541",1999,"Health: Universal Health Coverage",11
"2542",1999,"Infrastructure: Communications",9
"2543",1999,"Infrastructure: Technology",9
"2544",1999,"Infrastructure: Transportation",6
"2545",1999,"Poverty: Income distribution",9
"2546",1999,"Poverty: Poverty rates",8
"2547",1999,"Poverty: Shared prosperity",1
"2548",1999,"Private Sector & Trade: Exports",23
"2549",1999,"Private Sector & Trade: Imports",23
"2550",1999,"Private Sector & Trade: Private infrastructure investment",8
"2551",1999,"Private Sector & Trade: Total merchandise trade",1
"2552",1999,"Private Sector & Trade: Trade price indices",2
"2553",1999,"Private Sector & Trade: Travel & tourism",10
"2554",1999,"Public Sector: Conflict & fragility",4
"2555",1999,"Public Sector: Defense & arms trade",8
"2556",1999,"Public Sector: Government finance: Deficit & financing",10
"2557",1999,"Public Sector: Government finance: Expense",13
"2558",1999,"Public Sector: Government finance: Revenue",22
"2559",1999,"Social Protection & Labor: Economic activity",73
"2560",1999,"Social Protection & Labor: Labor force structure",28
"2561",1999,"Social Protection & Labor: Migration",5
"2562",1999,"Social Protection & Labor: Performance",11
"2563",1999,"Social Protection & Labor: Unemployment",24
"2564",1999,"Trade",23
"2565",2000,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2566",2000,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2567",2000,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2568",2000,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2569",2000,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2570",2000,"Economic Policy & Debt: External debt: Debt outstanding",9
"2571",2000,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2572",2000,"Economic Policy & Debt: External debt: Debt service",5
"2573",2000,"Economic Policy & Debt: External debt: Net flows",20
"2574",2000,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2575",2000,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2576",2000,"Economic Policy & Debt: National accounts: Growth rates",16
"2577",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2578",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2579",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2580",2000,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2581",2000,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2582",2000,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2583",2000,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2584",2000,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2585",2000,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2586",2000,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2587",2000,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2588",2000,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2589",2000,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2590",2000,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2591",2000,"Economic Policy & Debt: Official development assistance",50
"2592",2000,"Economic Policy & Debt: Purchasing power parity",13
"2593",2000,"Education: Efficiency",21
"2594",2000,"Education: Inputs",42
"2595",2000,"Education: Outcomes",40
"2596",2000,"Education: Participation",44
"2597",2000,"Employment and Time Use",1
"2598",2000,"Environment: Agricultural production",11
"2599",2000,"Environment: Density & urbanization",12
"2600",2000,"Environment: Emissions",48
"2601",2000,"Environment: Energy production & use",27
"2602",2000,"Environment: Freshwater",9
"2603",2000,"Environment: Land use",22
"2604",2000,"Environment: Natural resources contribution to GDP",6
"2605",2000,"Financial Sector: Assets",11
"2606",2000,"Financial Sector: Capital markets",7
"2607",2000,"Financial Sector: Exchange rates & prices",10
"2608",2000,"Financial Sector: Interest rates",5
"2609",2000,"Financial Sector: Monetary holdings (liabilities)",4
"2610",2000,"Gender: Agency",2
"2611",2000,"Gender: Health",7
"2612",2000,"Gender: Participation & access",2
"2613",2000,"Gender: Public life & decision making",2
"2614",2000,"Health: Disease prevention",27
"2615",2000,"Health: Health systems",21
"2616",2000,"Health: Mortality",35
"2617",2000,"Health: Nutrition",29
"2618",2000,"Health: Population: Dynamics",10
"2619",2000,"Health: Population: Structure",58
"2620",2000,"Health: Reproductive health",16
"2621",2000,"Health: Risk factors",30
"2622",2000,"Health: Universal Health Coverage",12
"2623",2000,"Infrastructure: Communications",13
"2624",2000,"Infrastructure: Technology",9
"2625",2000,"Infrastructure: Transportation",7
"2626",2000,"Poverty: Income distribution",9
"2627",2000,"Poverty: Poverty rates",8
"2628",2000,"Poverty: Shared prosperity",1
"2629",2000,"Private Sector & Trade: Exports",23
"2630",2000,"Private Sector & Trade: Imports",23
"2631",2000,"Private Sector & Trade: Private infrastructure investment",8
"2632",2000,"Private Sector & Trade: Total merchandise trade",1
"2633",2000,"Private Sector & Trade: Trade price indices",2
"2634",2000,"Private Sector & Trade: Travel & tourism",10
"2635",2000,"Public Sector: Conflict & fragility",4
"2636",2000,"Public Sector: Defense & arms trade",8
"2637",2000,"Public Sector: Government finance: Deficit & financing",10
"2638",2000,"Public Sector: Government finance: Expense",13
"2639",2000,"Public Sector: Government finance: Revenue",22
"2640",2000,"Public Sector: Policy & institutions",36
"2641",2000,"Social Protection & Labor: Economic activity",74
"2642",2000,"Social Protection & Labor: Labor force structure",28
"2643",2000,"Social Protection & Labor: Migration",9
"2644",2000,"Social Protection & Labor: Performance",19
"2645",2000,"Social Protection & Labor: Unemployment",24
"2646",2000,"Trade",23
"2647",2001,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2648",2001,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2649",2001,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2650",2001,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2651",2001,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2652",2001,"Economic Policy & Debt: External debt: Debt outstanding",9
"2653",2001,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2654",2001,"Economic Policy & Debt: External debt: Debt service",5
"2655",2001,"Economic Policy & Debt: External debt: Net flows",20
"2656",2001,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2657",2001,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2658",2001,"Economic Policy & Debt: National accounts: Growth rates",16
"2659",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2660",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2661",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2662",2001,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2663",2001,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2664",2001,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2665",2001,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2666",2001,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2667",2001,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2668",2001,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2669",2001,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2670",2001,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2671",2001,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2672",2001,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2673",2001,"Economic Policy & Debt: Official development assistance",50
"2674",2001,"Economic Policy & Debt: Purchasing power parity",13
"2675",2001,"Education: Efficiency",21
"2676",2001,"Education: Inputs",42
"2677",2001,"Education: Outcomes",49
"2678",2001,"Education: Participation",44
"2679",2001,"Employment and Time Use",1
"2680",2001,"Environment: Agricultural production",11
"2681",2001,"Environment: Density & urbanization",11
"2682",2001,"Environment: Emissions",44
"2683",2001,"Environment: Energy production & use",27
"2684",2001,"Environment: Freshwater",9
"2685",2001,"Environment: Land use",12
"2686",2001,"Environment: Natural resources contribution to GDP",6
"2687",2001,"Financial Sector: Assets",13
"2688",2001,"Financial Sector: Capital markets",7
"2689",2001,"Financial Sector: Exchange rates & prices",10
"2690",2001,"Financial Sector: Interest rates",5
"2691",2001,"Financial Sector: Monetary holdings (liabilities)",4
"2692",2001,"Gender: Agency",2
"2693",2001,"Gender: Health",6
"2694",2001,"Gender: Participation & access",2
"2695",2001,"Gender: Public life & decision making",2
"2696",2001,"Health: Disease prevention",27
"2697",2001,"Health: Health systems",21
"2698",2001,"Health: Mortality",35
"2699",2001,"Health: Nutrition",30
"2700",2001,"Health: Population: Dynamics",10
"2701",2001,"Health: Population: Structure",58
"2702",2001,"Health: Reproductive health",16
"2703",2001,"Health: Risk factors",23
"2704",2001,"Health: Universal Health Coverage",11
"2705",2001,"Infrastructure: Communications",11
"2706",2001,"Infrastructure: Technology",9
"2707",2001,"Infrastructure: Transportation",7
"2708",2001,"Poverty: Income distribution",9
"2709",2001,"Poverty: Poverty rates",8
"2710",2001,"Poverty: Shared prosperity",1
"2711",2001,"Private Sector & Trade: Exports",23
"2712",2001,"Private Sector & Trade: Imports",23
"2713",2001,"Private Sector & Trade: Private infrastructure investment",8
"2714",2001,"Private Sector & Trade: Total merchandise trade",1
"2715",2001,"Private Sector & Trade: Trade price indices",2
"2716",2001,"Private Sector & Trade: Travel & tourism",10
"2717",2001,"Public Sector: Conflict & fragility",4
"2718",2001,"Public Sector: Defense & arms trade",8
"2719",2001,"Public Sector: Government finance: Deficit & financing",10
"2720",2001,"Public Sector: Government finance: Expense",13
"2721",2001,"Public Sector: Government finance: Revenue",22
"2722",2001,"Social Protection & Labor: Economic activity",74
"2723",2001,"Social Protection & Labor: Labor force structure",28
"2724",2001,"Social Protection & Labor: Migration",7
"2725",2001,"Social Protection & Labor: Unemployment",24
"2726",2001,"Trade",23
"2727",2002,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2728",2002,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2729",2002,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2730",2002,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2731",2002,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2732",2002,"Economic Policy & Debt: External debt: Debt outstanding",9
"2733",2002,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2734",2002,"Economic Policy & Debt: External debt: Debt service",5
"2735",2002,"Economic Policy & Debt: External debt: Net flows",20
"2736",2002,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2737",2002,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2738",2002,"Economic Policy & Debt: National accounts: Growth rates",16
"2739",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2740",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2741",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2742",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2743",2002,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2744",2002,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2745",2002,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2746",2002,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2747",2002,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2748",2002,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2749",2002,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2750",2002,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2751",2002,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2752",2002,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2753",2002,"Economic Policy & Debt: Official development assistance",50
"2754",2002,"Economic Policy & Debt: Purchasing power parity",13
"2755",2002,"Education: Efficiency",21
"2756",2002,"Education: Inputs",42
"2757",2002,"Education: Outcomes",40
"2758",2002,"Education: Participation",44
"2759",2002,"Employment and Time Use",1
"2760",2002,"Environment: Agricultural production",11
"2761",2002,"Environment: Density & urbanization",12
"2762",2002,"Environment: Emissions",44
"2763",2002,"Environment: Energy production & use",27
"2764",2002,"Environment: Freshwater",9
"2765",2002,"Environment: Land use",12
"2766",2002,"Environment: Natural resources contribution to GDP",6
"2767",2002,"Financial Sector: Assets",14
"2768",2002,"Financial Sector: Capital markets",7
"2769",2002,"Financial Sector: Exchange rates & prices",10
"2770",2002,"Financial Sector: Interest rates",5
"2771",2002,"Financial Sector: Monetary holdings (liabilities)",4
"2772",2002,"Gender: Agency",2
"2773",2002,"Gender: Health",6
"2774",2002,"Gender: Participation & access",2
"2775",2002,"Gender: Public life & decision making",2
"2776",2002,"Health: Disease prevention",27
"2777",2002,"Health: Health systems",22
"2778",2002,"Health: Mortality",35
"2779",2002,"Health: Nutrition",30
"2780",2002,"Health: Population: Dynamics",11
"2781",2002,"Health: Population: Structure",58
"2782",2002,"Health: Reproductive health",16
"2783",2002,"Health: Risk factors",23
"2784",2002,"Health: Universal Health Coverage",11
"2785",2002,"Infrastructure: Communications",13
"2786",2002,"Infrastructure: Technology",9
"2787",2002,"Infrastructure: Transportation",7
"2788",2002,"Poverty: Income distribution",9
"2789",2002,"Poverty: Poverty rates",8
"2790",2002,"Poverty: Shared prosperity",1
"2791",2002,"Private Sector & Trade: Business environment",10
"2792",2002,"Private Sector & Trade: Exports",23
"2793",2002,"Private Sector & Trade: Imports",23
"2794",2002,"Private Sector & Trade: Private infrastructure investment",8
"2795",2002,"Private Sector & Trade: Total merchandise trade",1
"2796",2002,"Private Sector & Trade: Trade price indices",2
"2797",2002,"Private Sector & Trade: Travel & tourism",10
"2798",2002,"Public Sector: Conflict & fragility",4
"2799",2002,"Public Sector: Defense & arms trade",8
"2800",2002,"Public Sector: Government finance: Deficit & financing",10
"2801",2002,"Public Sector: Government finance: Expense",13
"2802",2002,"Public Sector: Government finance: Revenue",22
"2803",2002,"Public Sector: Policy & institutions",36
"2804",2002,"Social Protection & Labor: Economic activity",55
"2805",2002,"Social Protection & Labor: Labor force structure",28
"2806",2002,"Social Protection & Labor: Migration",7
"2807",2002,"Social Protection & Labor: Performance",25
"2808",2002,"Social Protection & Labor: Unemployment",24
"2809",2002,"Trade",23
"2810",2003,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2811",2003,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2812",2003,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2813",2003,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2814",2003,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2815",2003,"Economic Policy & Debt: External debt: Debt outstanding",9
"2816",2003,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2817",2003,"Economic Policy & Debt: External debt: Debt service",5
"2818",2003,"Economic Policy & Debt: External debt: Net flows",20
"2819",2003,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2820",2003,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2821",2003,"Economic Policy & Debt: National accounts: Growth rates",16
"2822",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2823",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2824",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2825",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2826",2003,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2827",2003,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2828",2003,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2829",2003,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2830",2003,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2831",2003,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2832",2003,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2833",2003,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2834",2003,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2835",2003,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2836",2003,"Economic Policy & Debt: Official development assistance",50
"2837",2003,"Economic Policy & Debt: Purchasing power parity",13
"2838",2003,"Education: Efficiency",21
"2839",2003,"Education: Inputs",42
"2840",2003,"Education: Outcomes",49
"2841",2003,"Education: Participation",44
"2842",2003,"Employment and Time Use",1
"2843",2003,"Environment: Agricultural production",11
"2844",2003,"Environment: Density & urbanization",11
"2845",2003,"Environment: Emissions",44
"2846",2003,"Environment: Energy production & use",27
"2847",2003,"Environment: Freshwater",9
"2848",2003,"Environment: Land use",12
"2849",2003,"Environment: Natural resources contribution to GDP",6
"2850",2003,"Financial Sector: Assets",14
"2851",2003,"Financial Sector: Capital markets",7
"2852",2003,"Financial Sector: Exchange rates & prices",10
"2853",2003,"Financial Sector: Interest rates",5
"2854",2003,"Financial Sector: Monetary holdings (liabilities)",4
"2855",2003,"Gender: Agency",2
"2856",2003,"Gender: Health",6
"2857",2003,"Gender: Participation & access",2
"2858",2003,"Gender: Public life & decision making",2
"2859",2003,"Health: Disease prevention",27
"2860",2003,"Health: Health systems",22
"2861",2003,"Health: Mortality",35
"2862",2003,"Health: Nutrition",30
"2863",2003,"Health: Population: Dynamics",12
"2864",2003,"Health: Population: Structure",58
"2865",2003,"Health: Reproductive health",16
"2866",2003,"Health: Risk factors",25
"2867",2003,"Health: Universal Health Coverage",11
"2868",2003,"Infrastructure: Communications",13
"2869",2003,"Infrastructure: Technology",9
"2870",2003,"Infrastructure: Transportation",7
"2871",2003,"Poverty: Income distribution",9
"2872",2003,"Poverty: Poverty rates",8
"2873",2003,"Poverty: Shared prosperity",1
"2874",2003,"Private Sector & Trade: Business environment",11
"2875",2003,"Private Sector & Trade: Exports",23
"2876",2003,"Private Sector & Trade: Imports",23
"2877",2003,"Private Sector & Trade: Private infrastructure investment",8
"2878",2003,"Private Sector & Trade: Total merchandise trade",1
"2879",2003,"Private Sector & Trade: Trade price indices",2
"2880",2003,"Private Sector & Trade: Travel & tourism",10
"2881",2003,"Public Sector: Conflict & fragility",4
"2882",2003,"Public Sector: Defense & arms trade",8
"2883",2003,"Public Sector: Government finance: Deficit & financing",10
"2884",2003,"Public Sector: Government finance: Expense",13
"2885",2003,"Public Sector: Government finance: Revenue",22
"2886",2003,"Public Sector: Policy & institutions",36
"2887",2003,"Social Protection & Labor: Economic activity",59
"2888",2003,"Social Protection & Labor: Labor force structure",28
"2889",2003,"Social Protection & Labor: Migration",7
"2890",2003,"Social Protection & Labor: Performance",19
"2891",2003,"Social Protection & Labor: Unemployment",24
"2892",2003,"Trade",23
"2893",2004,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2894",2004,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2895",2004,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2896",2004,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2897",2004,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2898",2004,"Economic Policy & Debt: External debt: Debt outstanding",9
"2899",2004,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2900",2004,"Economic Policy & Debt: External debt: Debt service",5
"2901",2004,"Economic Policy & Debt: External debt: Net flows",20
"2902",2004,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2903",2004,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2904",2004,"Economic Policy & Debt: National accounts: Growth rates",16
"2905",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2906",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2907",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2908",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2909",2004,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2910",2004,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2911",2004,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2912",2004,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2913",2004,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2914",2004,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2915",2004,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2916",2004,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2917",2004,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2918",2004,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2919",2004,"Economic Policy & Debt: Official development assistance",50
"2920",2004,"Economic Policy & Debt: Purchasing power parity",13
"2921",2004,"Education: Efficiency",21
"2922",2004,"Education: Inputs",42
"2923",2004,"Education: Outcomes",43
"2924",2004,"Education: Participation",44
"2925",2004,"Employment and Time Use",1
"2926",2004,"Environment: Agricultural production",11
"2927",2004,"Environment: Density & urbanization",12
"2928",2004,"Environment: Emissions",44
"2929",2004,"Environment: Energy production & use",27
"2930",2004,"Environment: Freshwater",9
"2931",2004,"Environment: Land use",12
"2932",2004,"Environment: Natural resources contribution to GDP",6
"2933",2004,"Financial Sector: Access",4
"2934",2004,"Financial Sector: Assets",14
"2935",2004,"Financial Sector: Capital markets",7
"2936",2004,"Financial Sector: Exchange rates & prices",10
"2937",2004,"Financial Sector: Interest rates",5
"2938",2004,"Financial Sector: Monetary holdings (liabilities)",4
"2939",2004,"Gender: Agency",2
"2940",2004,"Gender: Health",6
"2941",2004,"Gender: Participation & access",2
"2942",2004,"Gender: Public life & decision making",2
"2943",2004,"Health: Disease prevention",27
"2944",2004,"Health: Health systems",21
"2945",2004,"Health: Mortality",35
"2946",2004,"Health: Nutrition",30
"2947",2004,"Health: Population: Dynamics",12
"2948",2004,"Health: Population: Structure",58
"2949",2004,"Health: Reproductive health",16
"2950",2004,"Health: Risk factors",25
"2951",2004,"Health: Universal Health Coverage",11
"2952",2004,"Infrastructure: Communications",13
"2953",2004,"Infrastructure: Technology",11
"2954",2004,"Infrastructure: Transportation",7
"2955",2004,"Poverty: Income distribution",9
"2956",2004,"Poverty: Poverty rates",8
"2957",2004,"Poverty: Shared prosperity",3
"2958",2004,"Private Sector & Trade: Business environment",12
"2959",2004,"Private Sector & Trade: Exports",23
"2960",2004,"Private Sector & Trade: Imports",23
"2961",2004,"Private Sector & Trade: Private infrastructure investment",8
"2962",2004,"Private Sector & Trade: Total merchandise trade",1
"2963",2004,"Private Sector & Trade: Trade price indices",2
"2964",2004,"Private Sector & Trade: Travel & tourism",10
"2965",2004,"Public Sector: Conflict & fragility",4
"2966",2004,"Public Sector: Defense & arms trade",8
"2967",2004,"Public Sector: Government finance",1
"2968",2004,"Public Sector: Government finance: Deficit & financing",10
"2969",2004,"Public Sector: Government finance: Expense",13
"2970",2004,"Public Sector: Government finance: Revenue",22
"2971",2004,"Public Sector: Policy & institutions",37
"2972",2004,"Social Protection & Labor: Economic activity",64
"2973",2004,"Social Protection & Labor: Labor force structure",28
"2974",2004,"Social Protection & Labor: Migration",7
"2975",2004,"Social Protection & Labor: Performance",25
"2976",2004,"Social Protection & Labor: Unemployment",24
"2977",2004,"Trade",23
"2978",2005,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2979",2005,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2980",2005,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2981",2005,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2982",2005,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2983",2005,"Economic Policy & Debt: External debt: Debt outstanding",9
"2984",2005,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2985",2005,"Economic Policy & Debt: External debt: Debt service",5
"2986",2005,"Economic Policy & Debt: External debt: Net flows",20
"2987",2005,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2988",2005,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2989",2005,"Economic Policy & Debt: National accounts: Growth rates",16
"2990",2005,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2991",2005,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2992",2005,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2993",2005,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2994",2005,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2995",2005,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2996",2005,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2997",2005,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2998",2005,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2999",2005,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3000",2005,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3001",2005,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3002",2005,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3003",2005,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3004",2005,"Economic Policy & Debt: Official development assistance",55
"3005",2005,"Economic Policy & Debt: Purchasing power parity",13
"3006",2005,"Education: Efficiency",21
"3007",2005,"Education: Inputs",42
"3008",2005,"Education: Outcomes",40
"3009",2005,"Education: Participation",44
"3010",2005,"Employment and Time Use",1
"3011",2005,"Environment: Agricultural production",11
"3012",2005,"Environment: Density & urbanization",11
"3013",2005,"Environment: Emissions",48
"3014",2005,"Environment: Energy production & use",27
"3015",2005,"Environment: Freshwater",9
"3016",2005,"Environment: Land use",12
"3017",2005,"Environment: Natural resources contribution to GDP",6
"3018",2005,"Financial Sector: Access",4
"3019",2005,"Financial Sector: Assets",14
"3020",2005,"Financial Sector: Capital markets",7
"3021",2005,"Financial Sector: Exchange rates & prices",10
"3022",2005,"Financial Sector: Interest rates",5
"3023",2005,"Financial Sector: Monetary holdings (liabilities)",4
"3024",2005,"Gender: Agency",2
"3025",2005,"Gender: Health",7
